Username;Comment;Target;Label
ong_geng;N_Target LUE BISA BACA KAGA ITU JUDUL DIBAWAH NYA ITU ini postingn bukan memperkeruh suasana tapi mau mengajakan coba dibaca KAPAN KALIAN YG ADA DI PAPUA MENGUCAPKN NKRI HARGA MATI AYO INDONESIA Q BERSATULAH Baca baca njing wahh emg edan ni org;['puji_sutomoo'];Hate
ozusano;N_Target Logika terbalik ala cebong ini memang sering buat ane ketawa sambil nangis anti asing itu maksudnya jika Asing merugikan negara Asing mengeruk kekayaan Alam Asing menjajah perekonomian bangsa kalau kita berkomunikasi atau Bekerjasama juga produk mereka ya gak masalah asalkan jangan sampai merugikan kita Jadikan mereka mitra namun jangan sampai kita dijadikan kacung atau budak Mereka gitu loh bambang;['ubet91'];Hate
dayak162;N_Target Maka dari ituuu semua pejabat pejabat SEMUA BANGSAT SEMUA TERMASUK MK YANG MEMBERI KEPUTUSAN JOKOWI MENANG ADALAH ORANG TOLOLLLL;['hampir'];Hate
naufalacg;N_Target Maksud lu apaan anjenkk Munafik lu taik Kaleng kaleng lu anjenkkk;['gusmiftah'];Hate
ocatnio_;N_Target N_Target N_Target N_Target CEBONG BAU WKWKEK;['daimahta', 'komikkitaig', 'gunromli', 'ratubalkis5056'];Hate
dorayaki_hayabusa;N_Target Orang Gila;['cyber_badar_army'];Hate
si_qianzy;N_Target Pasti cebong bilang ini dubing;['dewi_topan_halilintar'];Hate
abdullohazzam2019;N_Target Presiden Cebong TOGOG jangan disamakan sama Presiden Akal Sehat;['dadangazzam'];Hate
asep_syaepullah99;N_Target Sila ktiga Persatuan indonesia bukan persatuan kecurangan paham ga bong;['toto'];Hate
satriani32145;N_Target TOLOL NYA ORIGINAL;['sujatwika'];Hate
bahrudin5935;N_Target bengak melulu cebong wkwkwk;['wijaya'];Hate
lukmanulhakim_nurdin;N_Target bong;['dianmaharani1991'];Hate
tomy.ay;N_Target brisik lo kampang;['wawanloblobly'];Hate
linnydharma;N_Target buat tambahan hai kaum kafir takut lah dg azab Allah apa belum cukup azab Allah yg telah banyak datang silih berganti ini mudah an kalian yg mempermainkan salawat nabi taubat klu tidak di laknat Allah segera;['linnydharma'];Hate
kolektor_rombenx;N_Target bukannya semua cina iyu komunis ya;['muhammadfikrisaleh25'];Hate
___mataelang__________;N_Target cacat nalar membungkam ulama bukan membantai ky pki dan cara orba di tiru rezim togog dan lebih mendekati cara pki Orang gila bisa bunuh ulama yg percaya kan gila;['mjamallud1n'];Hate
uripbasuki;Apa mesti Bayi Indonesia juga mengalami hal spt ini wahai pemerintah Indonesia kalian sedang kerja apa kok sperti yg bodoh sih atau kalian sedang sibuk bagi bagi duit atai hitung duit ya Sampai kalian lupa kalau bangsa ini sedang tidak baik baik saja dan saya berdoa senoga diantara keluarga kalia ln ada yg terinfeksi virus jenis ini serius ini doa saya di waktu ashar;['None'];Hate
nengraracantik2010;N_Target nah ini cebong tiap beda pendapat disuruh pindah emang nya negara punya elo Wajaar jg dong kita komentar jng seenaknya jual ini jual itu emang punya sendiri klo g sanggup ngapain pindah malah jual aset negara;['matoa_papeda'];Hate
matoa_papeda;Ngutang salah investasi salah ngejual salah apa pasti salah klo dimata kampret Mahabenar kampret dengan segala nyinyirannya Udh skrg lo pade diem aja duduk manis dan saksikan biarkan mereka menjalankan tugasnya masing semua keputusan dan kebijakan yg diambil sdh melalui proses panjang dan memikirkan kedepannya Klo cuma jago nyinyir ga guna apa buat negara Mending ente pindah negara aja sono cuma jd sampah di sini;['None'];Hate
raflyrabbani_16;Itu Bukan Punya Cyna Gblk;['None'];Hate
haisekun10;N_Target Liat Cyna Dikit Aja Berguncang Jiwa Mu;['medanimedani'];Hate
haisekun10;N_Target awowkwoowow Anjg;['hasyimash1'];Hate
medanimedani;N_Target dasar cebong tak ada otak;['haisekun10'];Hate
denotsuryadi;Gak usah tandai N_Target gak guna min gak akan di tanggepin juga;['divisihumaspolri'];Hate
faheirhamm;POLISI ANJING LAH TEU NETRAL AING NGADOAKN SARIA TEH SING SUKSES LANCAR GAWE SARIA KU RAKYAT DI GAJI NAHA MARULANG TAI;['None'];Hate
permanas374;Jangan smakan nabi dg sijontor;['None'];Hate
suwardiwiratama;Kecebong itu orang kalap makanya kalau ngomong biasanya pake dengkul krn isi kepala sama dengkulnya sama;['None'];Hate
adybecks7;Di lihat mata pa jkw qo agak ky chinese y;['None'];Hate
r.mahardhika1;Drama kembali terulang Fenomena Ajaib kubu Sobat Gurun sebelum pemilu mulai meraka udah buat isu pasca Pemilu April Mereka secara sepihak mengumumkan kemenangan melalui metode exitpoll sampe kali klaim kemenangan Gagal akan Hal itu mereka membuat opini bahwa lembaga survey buat hasil bohong akhirnya lembaga survey minta adu data didepan publik BPN Nolak nuduh KPU Curang dan minta pemilu ulang sekarang minta jokowi didiskualifikasi menaikan isu people power gagal juga hakim MK disumpah nya sekarang klaim juta Hahahaaa binggungkan sama pola pikir mereka;['None'];Hate
ryan_wardiana;Jamu kuat malu yaaa otaknya udah putus nihhhh presiden sudah tebal muka Hasil curang kok bangga;['None'];Hate
r.mahardhika1;N_Target kalian aja termakan hoax kaum gurun;['sussirhy_'];Hate
erwinsuhendi27;N_Target presiden rasa bakul jamu wi rakyat indonesia tidak senang dengan kau;['jokowi'];Hate
zay_alfatih;N_Target yang ngelucu itu sebagai presiden kualitas bahasa Inggris nya ngaco mau kepertemuan apapun diluar negeri masa begitu bikin malu cebong aje;['fahrul'];Hate
hadyanbihing8;Najisss jokontol;['None'];Hate
umubilqi;Pentinge opooo jok jok doboool dobollll;['None'];Hate
irmaindaryanti;Pleciden ri sekalang kerjaan utama nya ngeVlog bikin p citraan;['None'];Hate
higanbanatrader;Presiden muka tembok;['None'];Hate
hafidzphepz;Saya akan lawan saya akan lawan Jaenudin oh Jainudin N_Target;['itha_thakurnia'];Hate
adi_darmawan_slamet;Togog Super;['None'];Hate
jennyydm;Udah bisa ni nyaingi atta sama ricis mending jadi vloger youtuber aja dah pak jokowi Ga usah jadi presiden ga cocok soalnya;['None'];Hate
agisatria99;Yg pantas dirajang bukan jahe aja tapi JAE nya skalian;['None'];Hate
dr.dedyriduan;bagaimana kalo semua pengikut yang dikolam subscribe channel ya si bapak di YouTube kan lumayan uangya bisa buat bayar utang negara;['None'];Hate
heliawatisutrisni;wajahnya kok aseng bgt;['None'];Hate
fina_kusdamayanti;Aamiin semoga siarif kena stroke biar cebong yg lain jg cpt sadar klo azab Allah itu ada dan nyata;['None'];Hate
mrturbo103;Akal sehat PC akal dungu akal sehat diridhoi oleh alam semesta dan isinya aamiin ya robb klo akal dungu didukung cuma daerah kolam ja makanya pertanyaan dannjawabanya ga da yg berkwalitas kcuali cuma kbohongan isinyamungkin smp anak cucunya;['None'];Hate
hana_pusparini24;Alhamdulillah Cebong ketauan memfoto tanpa izin Makasih Ya Allah telah menjaga kami;['None'];Hate
achmad_zulfachri;Allah yang bikin lidahnya keluh buat berbohong akhirnya ngebuka ke bobrokan kalo masih menang tuh jae udah jelas ga ada yg bener di negara ini yg satu masih pejabat bumn nyalon jelas salah satunya presiden stafnya sama kepala daerah si genjer jelas salah aturan pejabat aktif ko terlibat gituan;['None'];Hate
dianadna732;Dasar cebong punya kelakuan gak punya adab ap y;['None'];Hate
arul_saputra86;Karakter KHAS cebong Bacot pagi dengan bacot siang bisa BEDA Gak JILAT Gak kenyang ya booonnggg;['None'];Hate
omojak;Kelakuan KPU konyollll bgt;['None'];Hate
vonie2nrk;Kepo bnget ceeeh KPU pngen tau aze bukti dr BPN hello situ tkt ketauan ya busuk ny mkny hrs jujur dong;['None'];Hate
ikasari_maulidiah;Laknatullah alaikum kepada kalian yg mengetahui kebenaran tp memutarbalikannya N_Target N_Target laillahailla anta subhanaka inni kuntu minadzolimin;['kpu_ri', 'bawasluri'];Hate
niss484;N_Target klo dah nyemplung kolam kan auto dongo;['irwanwonkesak'];Hate
nolin157;N_Target lah yg bertanggung jawab thp korban tewas kerusuhan Dilaknat kalian;['kpu_ri'];Hate
arifmuhammad75977;Si yusril kaya cebong buduk;['None'];Hate
hormati_ulama2_besar_islam;Siapin KERANDA MAYAT buat SAKSI SPECIAL TKN LIDAH TAK BERTULANG ALHAMDULILAH TERBONGKAR Sudah dgn Sendirinya KECURANGAN Mereka ALLAH SWT Maha Mengatur segala RENCANA Amin yr a;['None'];Hate
rajawali170845;Taik taik taik Wir;['None'];Hate
one_nee92;Tim hukum sedang melawan kpu dan klub cebong;['None'];Hate
mimah_quen;Yusril manusia bertopeng;['None'];Hate
saepul.anwar009;boleh ga klo sy katakan pa N_Target munafik;['yusrilihzamhd'];Hate
defriansyah26;haha tampang si jae dasar manusia;['None'];Hate
saifulanwar6712;kuasa hukum kpu kampungan;['None'];Hate
odang_risky;dan bodohnya cebong masih banyak yang nyembah;['None'];Hate
abang_phie;Gk nanya;['None'];Not_Hate
dedewsagita;Gx penting bgt;['None'];Not_Hate
sudarsih925;Hadeeeh;['None'];Not_Hate
afida39;Haduh muak;['None'];Not_Hate
ikke.noermala21;Hah;['None'];Not_Hate
rantojoe;Haha min kirang kerjaan kamu;['None'];Not_Hate
basmagroups;Hahahaha Tai;['None'];Not_Hate
neyiney;Heeem gantengnya bapakku Anies baswedan;['None'];Not_Hate
luckysetia7;Huuuuueeeekkkkk;['None'];Not_Hate
fim_juliansyah;Huwahahahaha;['None'];Not_Hate
si_maniz80;Ihdinasyaitonirojim Ya Allah kenapa selalu nongol di berandaku jauh juahkan dengan maklum ini ya Allah;['None'];Not_Hate
isalsolehudin;Iihhh jijik lihat nya juga;['None'];Not_Hate
meny_harmaeny;Iiiiiiih di mengkan;['None'];Not_Hate
tisucik;Ingin Mencoba Yah Buat Sendiri Listrik Mahal Yah Cabut Meteran Ekonomi Baik Itu Sama Dengan khasiatnya minum jamu buat rakyat pak;['None'];Not_Hate
meihandaripipit;Ingin coba Ya buat sendiri yaiyalah pak masa mau minta ama bapak;['None'];Not_Hate
mhmmdfitraah;Ini dia youtuber dari mana dah;['None'];Not_Hate
c.smrna_cs;Ini muka nya udat di edit faceapp blm min gitu amat;['None'];Not_Hate
irawadhyandrea;Ini penting;['None'];Not_Hate
tsrendyka;Ini presiden kita;['None'];Not_Hate
alloykoplax2501;Jamu kuat malu;['None'];Not_Hate
021634_yach;Jamu putus urat maluu jadi gak tau malu;['None'];Not_Hate
safitriria14;Jamu yg hasiatnya ilangin rasa malu;['None'];Not_Hate
jeje_nya_mania;Jangan pada gitu dong kesian dia loh Walaupun kalian tdk mengenal tapi setidaknya berkenalan lah siapa beliau;['None'];Not_Hate
ado_lahciek;Jgn coba jamu terbukti jamu bikin kita plonga plongo;['None'];Not_Hate
qq.kikyy;Jgn lupa pak kl minum jamu sekalian sma gelas nya;['None'];Not_Hate
ervanalbantani82;Jokowi bukan presiden;['None'];Not_Hate
arliyusmanto4;Kalau iya bisa bayar utang pak jg exsen aja;['None'];Not_Hate
offyezioshaka;Kapaaannn punya presiden seperti presiden turki recep tayyip erdogan ya;['None'];Not_Hate
wellychandra16;Kawan yg tak diakui;['None'];Not_Hate
takanajaya;Kita harus bangga punya pemimpin kaya bpk jkw;['None'];Not_Hate
primermister;Klo dilihat dr deket kaya china;['None'];Not_Hate
dibelakang_adatogogadasemar;Lebak adalah tempat terendah paling rendah Bulus biasa nya orang orang bilang banyak akal busuk nya tukang boong penipu Lawan musuh yg licin pantang menyerah walau udah kalah pastilah di pake siasat taktik untuk melumpuhkan melemah kannya namun taktik siasat tsb bisa menjadikan senjata makan tuan liat aja gambar wayang di belakang kebetulan kah berapa banyak pahlawan pahlawan NKRI yg kena taktik siasat penjajah;['None'];Not_Hate
miraalfathin;Maaf pa saya pagi ngopi sambil lihat ig yg ga ada bapanya;['None'];Not_Hate
iwan_hrmwn;Males comment;['None'];Not_Hate
linadaulay9033;Males lihatnya Tah apa yg di buatnya untuk negeri ini ko bisa orang ke gini jd;['None'];Not_Hate
tie_hafuza;Malu woi malu brooo;['None'];Not_Hate
iriaandi;Matinya gmn ya;['None'];Not_Hate
ridhoramadan64;Memang cocok jadi artis dibanding presiden;['None'];Not_Hate
_inthan_;Merasa president;['None'];Not_Hate
zob.mania;Mimin berani apa gak takut di;['None'];Not_Hate
yulianto818;Mo muntah liat muka loe jijik kleeee;['None'];Not_Hate
fadli_daeng;Mukanya kaya ga asing Yang kmren terlibat kecurangan bukan sih Yang bangga banget;['None'];Not_Hate
dudul_sungkul;Muke beginian gak usah di posting ngerusak mood gw aje lu Min;['None'];Not_Hate
zayn_deon;Mules;['None'];Not_Hate
nuariarfinaldi;N_Target;['rani_mahatma'];Not_Hate
muslikhaastuti;N_Target NO;['tsrendyka'];Not_Hate
dumbo.big365;N_Target N_Target N_Target N_Target disiarkan dong;['metrotv', 'cnnindonesia', 'kompastv', 'tvonenews'];Not_Hate
sussirhy_;N_Target alhamdulillah saya ada dibarisan yg benar;['r'];Not_Hate
lupianto_new;N_Target bener sekali berarti prabowo secara tdk langsung sdh merendahkan jkkowi ke tmpt plng rendah;['bang_pitung_albhetawi'];Not_Hate
christoper_tarjo;N_Target betul itu makany ngevlog minum jamu kuat malu;['ysiriyah'];Not_Hate
christoper_tarjo;N_Target bingung bos dulu ga akan naikin BBM ga akan naikin TDL nyatanya naikin semuanya;['r'];Not_Hate
muhammadabiyyuarsyan;N_Target ditaro dikamar mandi aja coba lumayan bikin kecoak mati ngeliat mukanya wkwk;['paw_ilcapitano'];Not_Hate
hawariarief91;N_Target gak tau bro;['dedii_d'];Not_Hate
aderahman69_;N_Target haha anjirr gua seneng yg beginian nih;['paw_ilcapitano'];Not_Hate
sonny_507;N_Target iya bingung bos dulu ngomongnya akan pro rakyat kecil eh nasi bungkus pempek pecel lele aja smpe kena pajak malah mangkas pajak mobil newah rumah mewah smpe bingung saya pola pikirnya;['r'];Not_Hate
hp.widodo;N_Target iya boss bingung dulu janji nggak perlu impor bahan pengan krn kita ky Ehhhh Gtaunya impor juga ribuan ton Bingung sayaaaaa;['r'];Not_Hate
affanbuchari;N_Target iya saya bingung Bingung dengan kecurangan dmna tapi dia malah seenaknya bilang bukan urusan saya;['r'];Not_Hate
yadikuningan1;N_Target iya ya cuih cuih enek bangeut ya liat nya;['sikap_tobat'];Not_Hate
muslikhaastuti;N_Target mau takziah takut dosa ya;['sodiqjuventini'];Not_Hate
paw_ilcapitano;N_Target ntar kecoak ny eneg jga;['muhammadabiyyuarsyan'];Not_Hate
ysiriyah;N_Target orang yang ingkar janji namanya munafik;['christoper_tarjo'];Not_Hate
qyok13;N_Target plengeh;['alloykoplax2501'];Not_Hate
ellaeufaidah;N_Target sama;['paw_ilcapitano'];Not_Hate
yadikuningan1;N_Target sama ya enek ya;['paw_ilcapitano'];Not_Hate
sussirhy_;N_Target saya jg bingung apa tunggu negara ini hancur baru kamu nangis Nyesel seumur hidup;['r'];Not_Hate
rani_mahatma;N_Target ya Allaah ndut plisss jan tek tek nan mode koo INGINKU MENGUMPAT;['nuariarfinaldi'];Not_Hate
irvanrizana;N_Target ya bener gua juga bingung cebong kaya lo dah tau curang junjungannya malah dbela bingung bingung;['r'];Not_Hate
abla_nida;Najis;['None'];Not_Hate
sikap_tobat;Najis cuihhhhh;['None'];Not_Hate
hay.289;Najis najis najis;['None'];Not_Hate
ezarafka;Negara sedang morat marit pa kas negara kosong siap alih profesi jadi vloger;['None'];Not_Hate
apriellia_itu_yanti;Negg ah;['None'];Not_Hate
bangabdurr;Ngapain lebih baik mikir rakyat dr pda ngvlog gan ada aja;['None'];Not_Hate
pu7iesth;Nyambi Jd Youtuber jg ya;['None'];Not_Hate
hermawanwage1605;O on;['None'];Not_Hate
amir_althaf7;Oh no no no no udh tua masih aja ngevlog ampunnn dah ga ga habis pikir;['None'];Not_Hate
wise5514;Opo yo tak pikir;['None'];Not_Hate
nugraha.ricky;Orang mana ini org ya;['None'];Not_Hate
aj33stealthblack;Otaknya gak dirajang juga jae;['None'];Not_Hate
putera.w1_gg_united;Pakde Sesekali ngevlog lah tentang keuangan negara utang negara BPJS juga;['None'];Not_Hate
muarafarma;Pakek bahasa Inggris ga;['None'];Not_Hate
gatotsubegtiadi;Pencitraan;['None'];Not_Hate
rahmansidiq;Pengen cuih in mukanya;['None'];Not_Hate
anisanurul06602018;Pke spider x pak;['None'];Not_Hate
dsatyaraksa;Presiden ku;['None'];Not_Hate
ahmaddzaki567;Presiden ku tetap prabowo;['None'];Not_Hate
omeng.kusuma;Presiden yg paling TEGAR teu gableg kaera ceuk mamang cireng langganan dewek nu mangkal di sisi laut nyi roro kidul;['None'];Not_Hate
soegiyono_rahardjo;Prok prok ayo jadi apa Mohon dibantu ya mohon dibantu bantu telpon ambulance;['None'];Not_Hate
rendiprativindya;Putus urat malu;['None'];Not_Hate
zelita.26;Ra ngurus;['None'];Not_Hate
iqlimaranila;Rekonsilasi yang dilakukan Jokowi dan Prabowo adalah bentuk nyata sikap dua negarawan sehingga patut dicontoh oleh pendukung masing masing;['None'];Not_Hate
akbar_ahs;Rumahmu rumahmu itu rumah rakyat cuk;['None'];Not_Hate
faisallllmalik;Sabodo teuing siah;['None'];Not_Hate
erla_belinda;Sales jamu;['None'];Not_Hate
damerolian;Sampein ke Pak Presiden Makan dan Minumlah pake tangan kanan karna Jin dan Iblis makan dgn tangan kiri HR Muslim;['None'];Not_Hate
trisdew;Sekolam RT gw bilang bomatttt;['None'];Not_Hate
hermawansusy_lamusu12;Sesekali minum ciu pak orang mabok mah bebas curang ge gak mau jg wajar lah orang mabok tp bapak gak mabok ko gak malu yea;['None'];Not_Hate
fahdefihamed;Sesekali ngevlog ttg mobil ESEMKA;['None'];Not_Hate
mynamelmynamelo;Siapa dia min;['None'];Not_Hate
m.ilham.m.q;Siapa ini yg vlog gk kenal sorry;['None'];Not_Hate
hilmandenz;Siapa itu;['None'];Not_Hate
artman_f;Siapa si dia;['None'];Not_Hate
endangefrains;Siapa sih dia;['None'];Not_Hate
fadlimariah;Spaya keliatan sederhana Liatlah videonya dibuat dengan begitu niat Maklum buat menunjang Citra diri;['None'];Not_Hate
matoa_papeda;Sudah lah saudaraku jangan digoreng terus pertemuan mereka intinya sdh berjabat tangan dan berdamai kalian yang dibawah harusnya mengikuti demikian percuma kalian ngotot terus an yang diatas sdh rukun dan damai Menuju Indonesia Maju Adil dan Makmur;['None'];Not_Hate
najamudin614;Tanya prestasinya selama ini apa selain naik naikin harga;['None'];Not_Hate
missdinna_din;Temulawak biar gemuk;['None'];Not_Hate
kiki_bendre;Terooooosssss Very very very Unfaedah;['None'];Not_Hate
on_herbal_peninggi_badan;The best;['None'];Not_Hate
vonie2nrk;Unfaedah;['None'];Not_Hate
4rifheroes;Video ky gini kok di share;['None'];Not_Hate
dwi_alves7;Vlog receh an;['None'];Not_Hate
afatarna;Wah nggarakno wedi ngombe jamu N_Target;['novitasuryandari'];Not_Hate
yuyu_kankang;Wah pantes kemaren gw pulang gawe jalur Padjajaran arah tugu kujang di alih kan ke jalan tol Jagorawi semua kendaraan arah btm numpuk semua di tol Jagorawi seminggu bisa x ngerasain kaya gini ternyata BPK LG pulang ke rumah istana ya;['None'];Not_Hate
ryu.nasution;Wat yu sei ai don belip yu;['None'];Not_Hate
ardanhsb;Wkwkwkwk;['None'];Not_Hate
alie.akbar.52;Woiii Siapa ni orang mata nya sipit lagi;['None'];Not_Hate
rezica.as;Wong ga kenal;['None'];Not_Hate
hendryzal80;Ya pak tapi presiden kami pesan kepada kami klw itu bukan urusan saya pak sekian dan terimakasih;['None'];Not_Hate
nyai.wulan91;Yaa allah ga berfaedah muka sm omongan sama;['None'];Not_Hate
caesaraape;Yawla apes banget sih endonesa punya presiden macam ini Mental sales dealer;['None'];Not_Hate
sudarmentol;bukan urusan saya;['None'];Not_Hate
nurhasanah4392;buknny katany rajin puasa;['None'];Not_Hate
lisapuspitasari007;direktur mebel;['None'];Not_Hate
82.devira;gitu banyaknya urusan negara korban bencana utang kas negara defisit eh sempat sempatnya buat jamu emang nggak ada org lain yg buatin;['None'];Not_Hate
fahrul.azam328;hahaha ya beda lah bro itu kan pertemuan setingkat gubernur bukan presiden Klo presiden itu spt KTT n lain Beda kelasnya pertemuan antar pemimpin negara dg pertemuan antar pemimpin daerah Ngelucu aja nih Hahaha;['None'];Not_Hate
masitoh_agung5;jamu kuat plongo pak;['None'];Not_Hate
lisapuspitasari007;jijay;['None'];Not_Hate
sandy_asli;keahlian beliau;['None'];Not_Hate
sodiqjuventini;klo dr auranya kayak gk lama lg koit;['None'];Not_Hate
fahrul.azam328;lawak lah haha Coba perhatikan dg jelas gambar tsb Klo menilai dr posisi gambar Pak Jokowi itu sejajar dengan gambar kipas Kipas atau gunungan klo dalam istilah wayang Berada ditengah itu melambangkan keadilan Klo dr istilah wayang sendiri gunungan itu merupakan simbol kehidupan Dan memang tidak ada yg kebetulan dalam dunia ini antara posisi duduk pak jokowi dan pak prabowo itu brarti melambangkan persatuan indonesia Gunungan dengan semar bukankah itu lebih baik;['None'];Not_Hate
fikar_zlf;liat mata n raut muka semaleman begadang kira dah nyampe level brp yaa;['None'];Not_Hate
jundullah.184;maafkn kami ya Allah bkn urusan sy;['None'];Not_Hate
hattake7;males liat mending kita lihat sodara kita yg kurang mampu jauh lebih bermanfaat;['None'];Not_Hate
perempuanygtersisih_132019;mau k comberen pun silakan emang siapa nanya muka tembok;['None'];Not_Hate
tommynugraha18;muke lu;['None'];Not_Hate
suetjipto;ngk minat pak klo batu bara bisa jadi;['None'];Not_Hate
aisyah_ar_rauf;pemimpin negara ngurusi bakul jamu emang negara sebesar itu doang;['None'];Not_Hate
khrdhy7777;siapa ya kek kenal;['None'];Not_Hate
eri_gedoy;tukang mebeul ya;['None'];Not_Hate
yeny1811yahoo.com9208;ya Allah gantiin lah cepet cepet kesian rakyat;['None'];Not_Hate
wangunjaya_saputra;yg jualan jamu nya ibu megawati ya;['None'];Not_Hate
latifid26;Aamiin;['None'];Not_Hate
anam_asix;Aamiin kode alam;['None'];Not_Hate
marniprie;Aamiin ya Alloh;['None'];Not_Hate
malifpudin;Aamiin yaa robbal alamin;['None'];Not_Hate
wawa_oliq;Aamiinn;['None'];Not_Hate
kijang2;Akan datang hari hari yg mengkhawatirkan;['None'];Not_Hate
irawatisuginoshita;Allahhu Akbar;['None'];Not_Hate
munika39;Allahu Akbar;['None'];Not_Hate
robbiyansyah.eff;Allahu akbar semoga semua saudaraku semua dalam lindungan Allah SWT aamiin;['None'];Not_Hate
ginieristiana;AllahuAkbar;['None'];Not_Hate
herman_julian_kurniawan;Amin ya Allah;['None'];Not_Hate
rifkiarifin287;Amin ya allah;['None'];Not_Hate
siplongoh001;Apa yg terjadi jika MK memenangkan;['None'];Not_Hate
__that_emo_girl_e;Arah MK sudah jelas ke mana;['None'];Not_Hate
lisaapr4;Awas tuh kepala SDnya bakal ditangkap gak sopan sama presiden v;['None'];Not_Hate
peninggi.badan.termurah_111;BUTUH TINGGI CM BUAT KERJA tenang aja temen beruntung liat komen ini aku punya SOLUSI yg sudah TERBUKTI MEMBANTU yg mau daftar polisi pramugari dll kuy gausah mikir utk CITA pengen cepet chat konsul sama dokternya langsung chat WA yah ada di BIOku Yuk Cek IG N_Target;['PENINGGI'];Not_Hate
enie1709;Betul gak usah dateng bang sandi gak penting banget acara abal klo dateng berarti malah mengakui kecurangan;['None'];Not_Hate
azidnurazid;Betul jangan hadir buat apa menang curang ko;['None'];Not_Hate
andriaoktavianti;Bner brutal rezim dzalim smg Allah sgera turunkan azab untk mereka yg curang;['None'];Not_Hate
mrs._n.atika_bakri;Bpk Wapres pilihan rakyat uanteng bnget yg pasti gk malu in yg jdi pikiran qw apakata dunia klu KHMA mengikuti pertemuan semacam KTT waduh gmna penampilanx;['None'];Not_Hate
nie_thoriqolby;Brewok soleh nya bikin terKeCoh Gk cocok dgn kalimat syar i nya Ternyata hidupnya penuh kesilauan dunia;['None'];Not_Hate
priartchy15;COW PLUG;['None'];Not_Hate
amieanadewi;Dasar otak maling ya maling terus memalukan miris;['None'];Not_Hate
supriatna2506;Dasar si tukang bohong;['None'];Not_Hate
sobrie_a87;Dihadiri tamu senior joko widodo jadi hari rabu itu jokowi bukan presiden yah wkwkwk mau ketawa ntar ada yg baper;['None'];Not_Hate
wiendy_ars;Diliat dari cara bicaranya yg katanya orang kampung ternyata jauh lebih keren n intelek drpd pejabat yg sklh tinggi tp otaknya ga dipake;['None'];Not_Hate
lia_zulfikar;Garila;['None'];Not_Hate
annrach20;Gk professional bgt sih itu kuasa hukum KPU malah terkesan kampungan norak;['None'];Not_Hate
rahmadhani1717;HA HA HA SEMUANYA YANG SEKARANG PRO JOKOWI SAMA SEKALI TAK ADA NIAT LILLAHI TA ALLA MENGABDI UNTUK NEGARA TAPI SEMUANYA MENGABDI DEMI JABATAN PANTAS SAJA NAFSU MENGALAHKAN LOGIKA SEMUA PARTAI PENDUKUNG SERAKAH MEREKA SEMUA LUPA JIKA ADA TUHAN DIATAS SEGALANYA;['None'];Not_Hate
dedibukhori01;Ha Ha Ha;['None'];Not_Hate
pungki_parhepi;Hahaha editannya bagus itu ekspresi jokowi kaya gtu pas;['None'];Not_Hate
supriatna2506;Hajar terus biar mampus;['None'];Not_Hate
ramdhaniandrii;Hari rabu di indonesia hari tanpa presiden;['None'];Not_Hate
nisanurilhudhayani;Harusnya kamu yg dihadirkan jd saksi BPN aja yaa kayanya lbh tau bgt soal kecurangan yg terjadi selama ini;['None'];Not_Hate
junaidi10.jk;Itulah kdkl demi harta dan tahta melakukan segala cara walau tak diberkahi Allah;['None'];Not_Hate
ruslina60;Jelas sdh ternyata soal bagi kue kekuasaan to akar masalahnya;['None'];Not_Hate
yannaiddris;Kalau tidak puas atas vonis pengadilan MK janganlah kita hanya menuding satu pihak kelak yg akan diadili oleh Allah Semua akan diminta tanggung jawab oleh Allah hakim penggugat tergugat saksi pengamat wartawan pencurang penuduh curang pembuat hoax Termasuk yang suka menebar provokasi dan Yg dzalim dusta akan diadzab Janganlah anda jadi penghasut yang yang berlindung dengan selimut agama;['None'];Not_Hate
izradrummer;Kalo Janji ga ditepati ya bikin janji lagi gitu terus sampe lebaran;['None'];Not_Hate
umiyangky99;Kan sudah tk bilang buat apa ke MK wkwkwkkw;['None'];Not_Hate
tuti_wahyu01;Karepmu Sril Arep ngomong opo;['None'];Not_Hate
citrayudhagalunggung;Kasian tar anak anak kecil itu di bilang makar;['None'];Not_Hate
aguzsuprapto;Keputusan MK adalah masa depan bangsa BUBAR ATAU KUAT;['None'];Not_Hate
3nlestar1;Keren banget negarawan yg satu ini Mestinya yg lain bisa seperti beliau;['None'];Not_Hate
viviberlinda;Kerja di tol langit kan min jadi klo di bumi tdk terlihat;['None'];Not_Hate
indra_jaya_muhammad;Kgak akan ada yg datang juga mentok pasukan nasi padang dan uang receh yg datang haha;['None'];Not_Hate
ratna_446;Klo digagalkan lagi bisa berlanjut ke instusi makamah internasional disitulah titik akhirnya tak bisa lagi siapapun campur tangan akan tau dan malu;['None'];Not_Hate
salman.alfharizy;Koalisi itu bukan sekedar bagi bagi atau tawar menawar jabatan pak N_Target;['yusrilihzamhd'];Not_Hate
sintasdv;Kode alam;['None'];Not_Hate
meitysofieee;Kode keras;['None'];Not_Hate
yaya_agik18;Konyol guys hahaha;['None'];Not_Hate
fridatrihandayani;Kumpulan penjahat;['None'];Not_Hate
hrida78;Laaah PBB gak masuk senayan kok;['None'];Not_Hate
arifaris_city;Makanya nyapres;['None'];Not_Hate
zi_fauzi_triyadi;Malingggggg takut kalah;['None'];Not_Hate
nuraeni4920;Malingggggggg;['None'];Not_Hate
dre_al_ghifari;Mampus lu mang enak di usir;['None'];Not_Hate
syahroniamrizal;Mantap jiwa om;['None'];Not_Hate
